0 100
20 15.05
40 5.25
60 4.3
80 4.05
100 3.7
120 3.65
140 3.55
160 3.4
180 3.45
200 3.05
220 3.95
240 2.8
260 3.9
280 3.95
300 3.2
320 4.15
340 4.55
360 3.9
380 2.75
400 4.5
420 2.75
440 4
460 3.2
480 3.55
500 3.3
520 3.7
540 2.65
560 4.25
580 3.8
