      1 10
      1 13
      1 16
      3 17
      5 18
      5 19
      2 20
      7 21
      7 22
     10 23
      8 24
     13 25
     10 26
      7 27
      4 28
      2 29
      5 30
      1 31
      2 32
      3 33
      3 34
